topic, metric, value, alpha, gamma, eta, inference, dataset
49,PMI,14.5889,1.00E-05,1.00E-05,0.000114,sa,denews
50,PMI,-40.4706,1.00E-05,1.00E-05,0.000114,sa,denews
51,PMI,50.4145,1.00E-05,1.00E-05,0.000114,sa,denews
52,PMI,54.4047,1.00E-05,1.00E-05,0.000114,sa,denews
53,PMI,53.6909,1.00E-05,1.00E-05,0.000114,sa,denews
54,PMI,92.484,1.00E-05,1.00E-05,0.000114,sa,denews
55,PMI,93.1289,1.00E-05,1.00E-05,0.000114,sa,denews
56,PMI,51.0892,1.00E-05,1.00E-05,0.000114,sa,denews
57,PMI,19.0173,1.00E-05,1.00E-05,0.000114,sa,denews
58,PMI,27.061,1.00E-05,1.00E-05,0.000114,sa,denews
59,PMI,15.7374,1.00E-05,1.00E-05,0.000114,sa,denews
60,PMI,17.8566,1.00E-05,1.00E-05,0.000114,sa,denews
61,PMI,-3.81299,1.00E-05,1.00E-05,0.000114,sa,denews
62,PMI,17.2518,1.00E-05,1.00E-05,0.000114,sa,denews
63,PMI,-18.5938,1.00E-05,1.00E-05,0.000114,sa,denews
64,PMI,4.892,1.00E-05,1.00E-05,0.000114,sa,denews
65,PMI,-15.3365,1.00E-05,1.00E-05,0.000114,sa,denews
66,PMI,12.1974,1.00E-05,1.00E-05,0.000114,sa,denews
67,PMI,23.8616,1.00E-05,1.00E-05,0.000114,sa,denews
68,PMI,-62.727,1.00E-05,1.00E-05,0.000114,sa,denews
69,PMI,33.0592,1.00E-05,1.00E-05,0.000114,sa,denews
70,PMI,-6.76349,1.00E-05,1.00E-05,0.000114,sa,denews
71,PMI,-54.36,1.00E-05,1.00E-05,0.000114,sa,denews
72,PMI,44.6272,1.00E-05,1.00E-05,0.000114,sa,denews
73,PMI,-79.7828,1.00E-05,1.00E-05,0.000114,sa,denews
74,PMI,66.1552,1.00E-05,1.00E-05,0.000114,sa,denews
0,scs,-143.828,1.00E-05,1.00E-05,0.000114,sa,denews
1,scs,-266.899,1.00E-05,1.00E-05,0.000114,sa,denews
2,scs,-273.855,1.00E-05,1.00E-05,0.000114,sa,denews
3,scs,-263.04,1.00E-05,1.00E-05,0.000114,sa,denews
4,scs,-278.24,1.00E-05,1.00E-05,0.000114,sa,denews
5,scs,-321.142,1.00E-05,1.00E-05,0.000114,sa,denews
6,scs,-264.625,1.00E-05,1.00E-05,0.000114,sa,denews
7,scs,-273.794,1.00E-05,1.00E-05,0.000114,sa,denews
8,scs,-310.167,1.00E-05,1.00E-05,0.000114,sa,denews
9,scs,-227.685,1.00E-05,1.00E-05,0.000114,sa,denews
10,scs,-293.299,1.00E-05,1.00E-05,0.000114,sa,denews
11,scs,-305.609,1.00E-05,1.00E-05,0.000114,sa,denews
12,scs,-322.425,1.00E-05,1.00E-05,0.000114,sa,denews
13,scs,-260.329,1.00E-05,1.00E-05,0.000114,sa,denews
14,scs,-334.716,1.00E-05,1.00E-05,0.000114,sa,denews
15,scs,-152.035,1.00E-05,1.00E-05,0.000114,sa,denews
16,scs,-312.493,1.00E-05,1.00E-05,0.000114,sa,denews
17,scs,-253.836,1.00E-05,1.00E-05,0.000114,sa,denews
18,scs,-278.713,1.00E-05,1.00E-05,0.000114,sa,denews
19,scs,-363.185,1.00E-05,1.00E-05,0.000114,sa,denews
20,scs,-291.019,1.00E-05,1.00E-05,0.000114,sa,denews
21,scs,-285.022,1.00E-05,1.00E-05,0.000114,sa,denews
22,scs,-227.902,1.00E-05,1.00E-05,0.000114,sa,denews
23,scs,-338.045,1.00E-05,1.00E-05,0.000114,sa,denews
24,scs,-383.636,1.00E-05,1.00E-05,0.000114,sa,denews
25,scs,-268.379,1.00E-05,1.00E-05,0.000114,sa,denews
26,scs,-294.316,1.00E-05,1.00E-05,0.000114,sa,denews
27,scs,-219.242,1.00E-05,1.00E-05,0.000114,sa,denews
28,scs,-241.267,1.00E-05,1.00E-05,0.000114,sa,denews
29,scs,-338.238,1.00E-05,1.00E-05,0.000114,sa,denews
30,scs,-269.543,1.00E-05,1.00E-05,0.000114,sa,denews
31,scs,-232.159,1.00E-05,1.00E-05,0.000114,sa,denews
32,scs,-215.191,1.00E-05,1.00E-05,0.000114,sa,denews
33,scs,-295.485,1.00E-05,1.00E-05,0.000114,sa,denews
34,scs,-287.432,1.00E-05,1.00E-05,0.000114,sa,denews
35,scs,-303.602,1.00E-05,1.00E-05,0.000114,sa,denews
36,scs,-229.369,1.00E-05,1.00E-05,0.000114,sa,denews
37,scs,-308.484,1.00E-05,1.00E-05,0.000114,sa,denews
38,scs,-297.771,1.00E-05,1.00E-05,0.000114,sa,denews
39,scs,-373.551,1.00E-05,1.00E-05,0.000114,sa,denews
40,scs,-166.561,1.00E-05,1.00E-05,0.000114,sa,denews
41,scs,-343.796,1.00E-05,1.00E-05,0.000114,sa,denews
42,scs,-333.763,1.00E-05,1.00E-05,0.000114,sa,denews
43,scs,-282.967,1.00E-05,1.00E-05,0.000114,sa,denews
44,scs,-287.772,1.00E-05,1.00E-05,0.000114,sa,denews
45,scs,-338.371,1.00E-05,1.00E-05,0.000114,sa,denews
46,scs,-315.679,1.00E-05,1.00E-05,0.000114,sa,denews
47,scs,-298.09,1.00E-05,1.00E-05,0.000114,sa,denews
48,scs,-326.721,1.00E-05,1.00E-05,0.000114,sa,denews
49,scs,-288.974,1.00E-05,1.00E-05,0.000114,sa,denews
50,scs,-313.589,1.00E-05,1.00E-05,0.000114,sa,denews
51,scs,-289.984,1.00E-05,1.00E-05,0.000114,sa,denews
52,scs,-224.898,1.00E-05,1.00E-05,0.000114,sa,denews
53,scs,-291.931,1.00E-05,1.00E-05,0.000114,sa,denews
54,scs,-249.815,1.00E-05,1.00E-05,0.000114,sa,denews
55,scs,-209.434,1.00E-05,1.00E-05,0.000114,sa,denews
56,scs,-319.518,1.00E-05,1.00E-05,0.000114,sa,denews
57,scs,-383.369,1.00E-05,1.00E-05,0.000114,sa,denews
58,scs,-302.371,1.00E-05,1.00E-05,0.000114,sa,denews
59,scs,-345.455,1.00E-05,1.00E-05,0.000114,sa,denews
60,scs,-287.496,1.00E-05,1.00E-05,0.000114,sa,denews
61,scs,-263.964,1.00E-05,1.00E-05,0.000114,sa,denews
62,scs,-300.199,1.00E-05,1.00E-05,0.000114,sa,denews
63,scs,-288.53,1.00E-05,1.00E-05,0.000114,sa,denews
64,scs,-336.615,1.00E-05,1.00E-05,0.000114,sa,denews
65,scs,-294.648,1.00E-05,1.00E-05,0.000114,sa,denews
66,scs,-375.708,1.00E-05,1.00E-05,0.000114,sa,denews
67,scs,-340.994,1.00E-05,1.00E-05,0.000114,sa,denews
68,scs,-325.076,1.00E-05,1.00E-05,0.000114,sa,denews
69,scs,-337.733,1.00E-05,1.00E-05,0.000114,sa,denews
70,scs,-358.604,1.00E-05,1.00E-05,0.000114,sa,denews
71,scs,-309.218,1.00E-05,1.00E-05,0.000114,sa,denews
72,scs,-247.258,1.00E-05,1.00E-05,0.000114,sa,denews
73,scs,-262.536,1.00E-05,1.00E-05,0.000114,sa,denews
74,scs,-335.118,1.00E-05,1.00E-05,0.000114,sa,denews
0,ITD,9.75,1.00E-05,1.00E-05,0.000154,crs,ap
1,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
2,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
3,ITD,9.875,1.00E-05,1.00E-05,0.000154,crs,ap
4,ITD,9.9375,1.00E-05,1.00E-05,0.000154,crs,ap
5,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
6,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
7,ITD,9.9375,1.00E-05,1.00E-05,0.000154,crs,ap
8,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
9,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
10,ITD,9.8125,1.00E-05,1.00E-05,0.000154,crs,ap
11,ITD,9.875,1.00E-05,1.00E-05,0.000154,crs,ap
12,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
13,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
14,ITD,9.875,1.00E-05,1.00E-05,0.000154,crs,ap
15,ITD,10,1.00E-05,1.00E-05,0.000154,crs,ap
16,ITD,9.8125,1.00E-05,1.00E-05,0.000154,crs,ap
0,PMI,64.5627,1.00E-05,1.00E-05,0.000154,crs,ap
1,PMI,85.7281,1.00E-05,1.00E-05,0.000154,crs,ap
2,PMI,75.0832,1.00E-05,1.00E-05,0.000154,crs,ap
3,PMI,106.5866,1.00E-05,1.00E-05,0.000154,crs,ap
4,PMI,71.883,1.00E-05,1.00E-05,0.000154,crs,ap
5,PMI,336.198,1.00E-05,1.00E-05,0.000154,crs,ap
6,PMI,90.8385,1.00E-05,1.00E-05,0.000154,crs,ap
7,PMI,125.216,1.00E-05,1.00E-05,0.000154,crs,ap
8,PMI,107.8383,1.00E-05,1.00E-05,0.000154,crs,ap
9,PMI,245.873,1.00E-05,1.00E-05,0.000154,crs,ap
10,PMI,77.2997,1.00E-05,1.00E-05,0.000154,crs,ap
11,PMI,104.1007,1.00E-05,1.00E-05,0.000154,crs,ap
12,PMI,79.2743,1.00E-05,1.00E-05,0.000154,crs,ap
13,PMI,101.988,1.00E-05,1.00E-05,0.000154,crs,ap
14,PMI,104.5078,1.00E-05,1.00E-05,0.000154,crs,ap
15,PMI,94.7522,1.00E-05,1.00E-05,0.000154,crs,ap
16,PMI,72.1839,1.00E-05,1.00E-05,0.000154,crs,ap
0,scs,-212.568,1.00E-05,1.00E-05,0.000154,crs,ap
1,scs,-247.974,1.00E-05,1.00E-05,0.000154,crs,ap
2,scs,-292.965,1.00E-05,1.00E-05,0.000154,crs,ap
3,scs,-294.063,1.00E-05,1.00E-05,0.000154,crs,ap
4,scs,-249.142,1.00E-05,1.00E-05,0.000154,crs,ap
5,scs,-216.329,1.00E-05,1.00E-05,0.000154,crs,ap
6,scs,-253.535,1.00E-05,1.00E-05,0.000154,crs,ap
7,scs,-288.284,1.00E-05,1.00E-05,0.000154,crs,ap
8,scs,-301.854,1.00E-05,1.00E-05,0.000154,crs,ap
9,scs,-309.141,1.00E-05,1.00E-05,0.000154,crs,ap
10,scs,-298.484,1.00E-05,1.00E-05,0.000154,crs,ap
11,scs,-227.742,1.00E-05,1.00E-05,0.000154,crs,ap
12,scs,-253.763,1.00E-05,1.00E-05,0.000154,crs,ap
13,scs,-278.98,1.00E-05,1.00E-05,0.000154,crs,ap
14,scs,-292.319,1.00E-05,1.00E-05,0.000154,crs,ap
15,scs,-265.17,1.00E-05,1.00E-05,0.000154,crs,ap
16,scs,-282.077,1.00E-05,1.00E-05,0.000154,crs,ap
0,ITD,9.68,1.00E-05,1.00E-05,0.000154,null,ap
1,ITD,9.72,1.00E-05,1.00E-05,0.000154,null,ap
2,ITD,9.64,1.00E-05,1.00E-05,0.000154,null,ap
3,ITD,9.8,1.00E-05,1.00E-05,0.000154,null,ap
4,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
5,ITD,9.68,1.00E-05,1.00E-05,0.000154,null,ap
6,ITD,9.8,1.00E-05,1.00E-05,0.000154,null,ap
7,ITD,9.8,1.00E-05,1.00E-05,0.000154,null,ap
8,ITD,9.96,1.00E-05,1.00E-05,0.000154,null,ap
9,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
10,ITD,9.84,1.00E-05,1.00E-05,0.000154,null,ap
11,ITD,9.84,1.00E-05,1.00E-05,0.000154,null,ap
12,ITD,9.88,1.00E-05,1.00E-05,0.000154,null,ap
13,ITD,9.92,1.00E-05,1.00E-05,0.000154,null,ap
14,ITD,9.88,1.00E-05,1.00E-05,0.000154,null,ap
15,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
16,ITD,9.84,1.00E-05,1.00E-05,0.000154,null,ap
17,ITD,9.92,1.00E-05,1.00E-05,0.000154,null,ap
18,ITD,9.84,1.00E-05,1.00E-05,0.000154,null,ap
19,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
20,ITD,9.96,1.00E-05,1.00E-05,0.000154,null,ap
21,ITD,9.88,1.00E-05,1.00E-05,0.000154,null,ap
22,ITD,9.96,1.00E-05,1.00E-05,0.000154,null,ap
23,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
24,ITD,10,1.00E-05,1.00E-05,0.000154,null,ap
25,ITD,9.96,1.00E-05,1.00E-05,0.000154,null,ap
0,PMI,74.7628,1.00E-05,1.00E-05,0.000154,null,ap
1,PMI,45.5271,1.00E-05,1.00E-05,0.000154,null,ap
2,PMI,74.5213,1.00E-05,1.00E-05,0.000154,null,ap
3,PMI,74.7522,1.00E-05,1.00E-05,0.000154,null,ap
4,PMI,65.7281,1.00E-05,1.00E-05,0.000154,null,ap
5,PMI,46.7997,1.00E-05,1.00E-05,0.000154,null,ap
6,PMI,52.7567,1.00E-05,1.00E-05,0.000154,null,ap
7,PMI,92.2835,1.00E-05,1.00E-05,0.000154,null,ap
8,PMI,87.8383,1.00E-05,1.00E-05,0.000154,null,ap
9,PMI,110.495,1.00E-05,1.00E-05,0.000154,null,ap
10,PMI,51.5235,1.00E-05,1.00E-05,0.000154,null,ap
11,PMI,84.1007,1.00E-05,1.00E-05,0.000154,null,ap
12,PMI,230.032,1.00E-05,1.00E-05,0.000154,null,ap
13,PMI,99.2503,1.00E-05,1.00E-05,0.000154,null,ap
14,PMI,55.0832,1.00E-05,1.00E-05,0.000154,null,ap
15,PMI,154.532,1.00E-05,1.00E-05,0.000154,null,ap
16,PMI,121.45,1.00E-05,1.00E-05,0.000154,null,ap
17,PMI,374.368,1.00E-05,1.00E-05,0.000154,null,ap
18,PMI,81.1553,1.00E-05,1.00E-05,0.000154,null,ap
19,PMI,103.468,1.00E-05,1.00E-05,0.000154,null,ap
20,PMI,56.8929,1.00E-05,1.00E-05,0.000154,null,ap
21,PMI,255.67,1.00E-05,1.00E-05,0.000154,null,ap
22,PMI,102.573,1.00E-05,1.00E-05,0.000154,null,ap
23,PMI,250.179,1.00E-05,1.00E-05,0.000154,null,ap
24,PMI,220.972,1.00E-05,1.00E-05,0.000154,null,ap
25,PMI,147.737,1.00E-05,1.00E-05,0.000154,null,ap
0,scs,-292.72,1.00E-05,1.00E-05,0.000154,null,ap
1,scs,-277.994,1.00E-05,1.00E-05,0.000154,null,ap
2,scs,-281.024,1.00E-05,1.00E-05,0.000154,null,ap
3,scs,-283.156,1.00E-05,1.00E-05,0.000154,null,ap
4,scs,-267.974,1.00E-05,1.00E-05,0.000154,null,ap
5,scs,-315.078,1.00E-05,1.00E-05,0.000154,null,ap
6,scs,-429.192,1.00E-05,1.00E-05,0.000154,null,ap
7,scs,-343.111,1.00E-05,1.00E-05,0.000154,null,ap
8,scs,-328.955,1.00E-05,1.00E-05,0.000154,null,ap
9,scs,-315.317,1.00E-05,1.00E-05,0.000154,null,ap
10,scs,-273.755,1.00E-05,1.00E-05,0.000154,null,ap
11,scs,-239.916,1.00E-05,1.00E-05,0.000154,null,ap
12,scs,-164.619,1.00E-05,1.00E-05,0.000154,null,ap
13,scs,-382.347,1.00E-05,1.00E-05,0.000154,null,ap
14,scs,-315.006,1.00E-05,1.00E-05,0.000154,null,ap
15,scs,-296.318,1.00E-05,1.00E-05,0.000154,null,ap
16,scs,-165.319,1.00E-05,1.00E-05,0.000154,null,ap
17,scs,-224.63,1.00E-05,1.00E-05,0.000154,null,ap
18,scs,-291.129,1.00E-05,1.00E-05,0.000154,null,ap
19,scs,-263.232,1.00E-05,1.00E-05,0.000154,null,ap
20,scs,-286.443,1.00E-05,1.00E-05,0.000154,null,ap
21,scs,-285.823,1.00E-05,1.00E-05,0.000154,null,ap
22,scs,-257.272,1.00E-05,1.00E-05,0.000154,null,ap
23,scs,-196.623,1.00E-05,1.00E-05,0.000154,null,ap
24,scs,-159.986,1.00E-05,1.00E-05,0.000154,null,ap
25,scs,-287.604,1.00E-05,1.00E-05,0.000154,null,ap
0,ITD,9.90909,1.00E-05,1.00E-05,0.000154,rand,ap
1,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
2,ITD,9.54545,1.00E-05,1.00E-05,0.000154,rand,ap
3,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
4,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
5,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
6,ITD,9.77273,1.00E-05,1.00E-05,0.000154,rand,ap
7,ITD,9.81818,1.00E-05,1.00E-05,0.000154,rand,ap
8,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
9,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
10,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
11,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
12,ITD,9.77273,1.00E-05,1.00E-05,0.000154,rand,ap
13,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
14,ITD,9.81818,1.00E-05,1.00E-05,0.000154,rand,ap
15,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
16,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
17,ITD,9.72727,1.00E-05,1.00E-05,0.000154,rand,ap
18,ITD,9.90909,1.00E-05,1.00E-05,0.000154,rand,ap
19,ITD,9.81818,1.00E-05,1.00E-05,0.000154,rand,ap
20,ITD,10,1.00E-05,1.00E-05,0.000154,rand,ap
21,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
22,ITD,9.95455,1.00E-05,1.00E-05,0.000154,rand,ap
0,PMI,46.9643,1.00E-05,1.00E-05,0.000154,rand,ap
1,PMI,71.9781,1.00E-05,1.00E-05,0.000154,rand,ap
2,PMI,81.9283,1.00E-05,1.00E-05,0.000154,rand,ap
3,PMI,142.089,1.00E-05,1.00E-05,0.000154,rand,ap
4,PMI,73.8783,1.00E-05,1.00E-05,0.000154,rand,ap
5,PMI,51.883,1.00E-05,1.00E-05,0.000154,rand,ap
6,PMI,44.5627,1.00E-05,1.00E-05,0.000154,rand,ap
7,PMI,62.956,1.00E-05,1.00E-05,0.000154,rand,ap
8,PMI,77.7478,1.00E-05,1.00E-05,0.000154,rand,ap
9,PMI,95.9626,1.00E-05,1.00E-05,0.000154,rand,ap
10,PMI,91.7697,1.00E-05,1.00E-05,0.000154,rand,ap
11,PMI,216.726,1.00E-05,1.00E-05,0.000154,rand,ap
12,PMI,57.2997,1.00E-05,1.00E-05,0.000154,rand,ap
13,PMI,55.0832,1.00E-05,1.00E-05,0.000154,rand,ap
14,PMI,131.818,1.00E-05,1.00E-05,0.000154,rand,ap
15,PMI,85.9214,1.00E-05,1.00E-05,0.000154,rand,ap
16,PMI,78.9822,1.00E-05,1.00E-05,0.000154,rand,ap
17,PMI,74.7522,1.00E-05,1.00E-05,0.000154,rand,ap
18,PMI,241.291,1.00E-05,1.00E-05,0.000154,rand,ap
19,PMI,52.1839,1.00E-05,1.00E-05,0.000154,rand,ap
20,PMI,143.278,1.00E-05,1.00E-05,0.000154,rand,ap
21,PMI,273.326,1.00E-05,1.00E-05,0.000154,rand,ap
22,PMI,66.8492,1.00E-05,1.00E-05,0.000154,rand,ap
0,scs,-318.687,1.00E-05,1.00E-05,0.000154,rand,ap
1,scs,-323.08,1.00E-05,1.00E-05,0.000154,rand,ap
2,scs,-346.084,1.00E-05,1.00E-05,0.000154,rand,ap
3,scs,-240.545,1.00E-05,1.00E-05,0.000154,rand,ap
4,scs,-339.826,1.00E-05,1.00E-05,0.000154,rand,ap
5,scs,-269.142,1.00E-05,1.00E-05,0.000154,rand,ap
6,scs,-232.568,1.00E-05,1.00E-05,0.000154,rand,ap
7,scs,-342.117,1.00E-05,1.00E-05,0.000154,rand,ap
8,scs,-222.168,1.00E-05,1.00E-05,0.000154,rand,ap
9,scs,-268.698,1.00E-05,1.00E-05,0.000154,rand,ap
10,scs,-291.201,1.00E-05,1.00E-05,0.000154,rand,ap
11,scs,-273.362,1.00E-05,1.00E-05,0.000154,rand,ap
12,scs,-312.164,1.00E-05,1.00E-05,0.000154,rand,ap
13,scs,-347.563,1.00E-05,1.00E-05,0.000154,rand,ap
14,scs,-236.625,1.00E-05,1.00E-05,0.000154,rand,ap
15,scs,-220.296,1.00E-05,1.00E-05,0.000154,rand,ap
16,scs,-303.759,1.00E-05,1.00E-05,0.000154,rand,ap
17,scs,-290.185,1.00E-05,1.00E-05,0.000154,rand,ap
18,scs,-319.665,1.00E-05,1.00E-05,0.000154,rand,ap
19,scs,-302.077,1.00E-05,1.00E-05,0.000154,rand,ap
20,scs,-404.175,1.00E-05,1.00E-05,0.000154,rand,ap
21,scs,-200.729,1.00E-05,1.00E-05,0.000154,rand,ap
22,scs,-284.014,1.00E-05,1.00E-05,0.000154,rand,ap
0,ITD,9.85714,1.00E-05,1.00E-05,0.000154,rgs,ap
1,ITD,9.66667,1.00E-05,1.00E-05,0.000154,rgs,ap
2,ITD,9.66667,1.00E-05,1.00E-05,0.000154,rgs,ap
3,ITD,9.80952,1.00E-05,1.00E-05,0.000154,rgs,ap
4,ITD,9.85714,1.00E-05,1.00E-05,0.000154,rgs,ap
5,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
6,ITD,9.7619,1.00E-05,1.00E-05,0.000154,rgs,ap
7,ITD,9.66667,1.00E-05,1.00E-05,0.000154,rgs,ap
8,ITD,9.7619,1.00E-05,1.00E-05,0.000154,rgs,ap
9,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
10,ITD,10,1.00E-05,1.00E-05,0.000154,rgs,ap
11,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
12,ITD,9.80952,1.00E-05,1.00E-05,0.000154,rgs,ap
13,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
14,ITD,9.66667,1.00E-05,1.00E-05,0.000154,rgs,ap
15,ITD,10,1.00E-05,1.00E-05,0.000154,rgs,ap
16,ITD,9.57143,1.00E-05,1.00E-05,0.000154,rgs,ap
17,ITD,10,1.00E-05,1.00E-05,0.000154,rgs,ap
18,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
19,ITD,9.95238,1.00E-05,1.00E-05,0.000154,rgs,ap
20,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
21,ITD,9.90476,1.00E-05,1.00E-05,0.000154,rgs,ap
0,PMI,67.0516,1.00E-05,1.00E-05,0.000154,rgs,ap
1,PMI,73.5471,1.00E-05,1.00E-05,0.000154,rgs,ap
2,PMI,55.3954,1.00E-05,1.00E-05,0.000154,rgs,ap
3,PMI,46.9643,1.00E-05,1.00E-05,0.000154,rgs,ap
4,PMI,107.06,1.00E-05,1.00E-05,0.000154,rgs,ap
5,PMI,51.883,1.00E-05,1.00E-05,0.000154,rgs,ap
6,PMI,44.5627,1.00E-05,1.00E-05,0.000154,rgs,ap
7,PMI,65.7281,1.00E-05,1.00E-05,0.000154,rgs,ap
8,PMI,132.861,1.00E-05,1.00E-05,0.000154,rgs,ap
9,PMI,95.9626,1.00E-05,1.00E-05,0.000154,rgs,ap
10,PMI,91.7697,1.00E-05,1.00E-05,0.000154,rgs,ap
11,PMI,313.941,1.00E-05,1.00E-05,0.000154,rgs,ap
12,PMI,49.8026,1.00E-05,1.00E-05,0.000154,rgs,ap
13,PMI,131.248,1.00E-05,1.00E-05,0.000154,rgs,ap
14,PMI,90.2287,1.00E-05,1.00E-05,0.000154,rgs,ap
15,PMI,55.0832,1.00E-05,1.00E-05,0.000154,rgs,ap
16,PMI,71.1991,1.00E-05,1.00E-05,0.000154,rgs,ap
17,PMI,81.9817,1.00E-05,1.00E-05,0.000154,rgs,ap
18,PMI,265.379,1.00E-05,1.00E-05,0.000154,rgs,ap
19,PMI,220.473,1.00E-05,1.00E-05,0.000154,rgs,ap
20,PMI,153.584,1.00E-05,1.00E-05,0.000154,rgs,ap
21,PMI,97.4814,1.00E-05,1.00E-05,0.000154,rgs,ap
0,scs,-360.159,1.00E-05,1.00E-05,0.000154,rgs,ap
1,scs,-350.92,1.00E-05,1.00E-05,0.000154,rgs,ap
2,scs,-382.608,1.00E-05,1.00E-05,0.000154,rgs,ap
3,scs,-318.687,1.00E-05,1.00E-05,0.000154,rgs,ap
4,scs,-320.763,1.00E-05,1.00E-05,0.000154,rgs,ap
5,scs,-269.142,1.00E-05,1.00E-05,0.000154,rgs,ap
6,scs,-220.282,1.00E-05,1.00E-05,0.000154,rgs,ap
7,scs,-267.974,1.00E-05,1.00E-05,0.000154,rgs,ap
8,scs,-258.206,1.00E-05,1.00E-05,0.000154,rgs,ap
9,scs,-274.449,1.00E-05,1.00E-05,0.000154,rgs,ap
10,scs,-285.355,1.00E-05,1.00E-05,0.000154,rgs,ap
11,scs,-343.235,1.00E-05,1.00E-05,0.000154,rgs,ap
12,scs,-321.29,1.00E-05,1.00E-05,0.000154,rgs,ap
13,scs,-268.749,1.00E-05,1.00E-05,0.000154,rgs,ap
14,scs,-186.487,1.00E-05,1.00E-05,0.000154,rgs,ap
15,scs,-331.405,1.00E-05,1.00E-05,0.000154,rgs,ap
16,scs,-308.307,1.00E-05,1.00E-05,0.000154,rgs,ap
17,scs,-324.054,1.00E-05,1.00E-05,0.000154,rgs,ap
18,scs,-214.065,1.00E-05,1.00E-05,0.000154,rgs,ap
19,scs,-182.963,1.00E-05,1.00E-05,0.000154,rgs,ap
20,scs,-297.449,1.00E-05,1.00E-05,0.000154,rgs,ap
21,scs,-220.112,1.00E-05,1.00E-05,0.000154,rgs,ap
0,ITD,9.80952,1.00E-05,1.00E-05,0.000154,sa,ap
1,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
2,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
3,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
4,ITD,9.57143,1.00E-05,1.00E-05,0.000154,sa,ap
5,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
6,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
7,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
8,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
9,ITD,9.7619,1.00E-05,1.00E-05,0.000154,sa,ap
10,ITD,9.7619,1.00E-05,1.00E-05,0.000154,sa,ap
11,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
12,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
13,ITD,9.7619,1.00E-05,1.00E-05,0.000154,sa,ap
14,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
15,ITD,9.80952,1.00E-05,1.00E-05,0.000154,sa,ap
16,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
17,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
18,ITD,10,1.00E-05,1.00E-05,0.000154,sa,ap
19,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
20,ITD,9.95238,1.00E-05,1.00E-05,0.000154,sa,ap
21,ITD,9.66667,1.00E-05,1.00E-05,0.000154,sa,ap
0,PMI,62.956,1.00E-05,1.00E-05,0.000154,sa,ap
1,PMI,104.131,1.00E-05,1.00E-05,0.000154,sa,ap
2,PMI,73.8783,1.00E-05,1.00E-05,0.000154,sa,ap
3,PMI,92.2146,1.00E-05,1.00E-05,0.000154,sa,ap
4,PMI,81.9283,1.00E-05,1.00E-05,0.000154,sa,ap
5,PMI,51.883,1.00E-05,1.00E-05,0.000154,sa,ap
6,PMI,70.8385,1.00E-05,1.00E-05,0.000154,sa,ap
7,PMI,90.5682,1.00E-05,1.00E-05,0.000154,sa,ap
8,PMI,110.495,1.00E-05,1.00E-05,0.000154,sa,ap
9,PMI,57.2997,1.00E-05,1.00E-05,0.000154,sa,ap
